conference,year,index,paper_id,given_name,family_name,org,institution,email
aies,2020,0,33756273375817,Shahar,Avin,cam,university of cambridgecambridgeunited kingdom,
aies,2020,1,33756273375817,Ross,Gruetzemacher,auburn,auburn universityauburnalusa,
aies,2020,2,33756273375817,James,Fox,ox,university of oxfordoxfordunited kingdom,
aies,2020,0,33756273375840,Han,Yu,ntu,nanyang technological universitysingaporesingapore,
aies,2020,1,33756273375840,Zelei,Liu,ntu,nanyang technological universitysingaporesingapore,
aies,2020,2,33756273375840,Yang,Liu,,webankshenzhenchina,
aies,2020,3,33756273375840,Tianjian,Chen,,webankshenzhenchina,
aies,2020,4,33756273375840,Mingshu,Cong,hku,the university of hong konghong kongchina,
aies,2020,5,33756273375840,Xi,Weng,pku,peking universitybeijingchina,
aies,2020,6,33756273375840,Dusit,Niyato,ntu,nanyang technological universitysingaporesingapore,
aies,2020,7,33756273375840,Qiang,Yang,ust,hong kong university of science and technologyhong kongchina,
aies,2020,0,33756273375813,Stephen,Cave,cam,university of cambridgecambridgeunited kingdom,
aies,2020,0,33756273375810,Yishan,Zhou,ucsd,university of california san diegosan diegocausa,
aies,2020,1,33756273375810,David,Danks,cmu,carnegie mellon universitypittsburghpausa,
aies,2020,0,33756273375864,Yuzi,He,usc,university of southern californialos angelescausa,
aies,2020,1,33756273375864,Keith,Burghardt,usc,university of southern californialos angelescausa,
aies,2020,2,33756273375864,Kristina,Lerman,usc,university of southern californialos angelescausa,
aies,2020,0,33756273375804,Daniel,Schiff,gatech,georgia institute of technologyatlantagausa,
aies,2020,1,33756273375804,Justin,Biddle,gatech,georgia institute of technologyatlantagausa,
aies,2020,2,33756273375804,Jason,Borenstein,gatech,georgia institute of technologyatlantagausa,
aies,2020,3,33756273375804,Kelly,Laas,itu,illinois institute of technologychicagoilusa,
aies,2020,0,33756273375832,Margaret,Mitchell,google,google researchseattlewausa,
aies,2020,1,33756273375832,Dylan,Baker,google,google researchseattlewausa,
aies,2020,2,33756273375832,Nyalleng,Moorosi,google,google researchaccraghana,
aies,2020,3,33756273375832,Emily,Denton,google,google researchnew yorknjusa,
aies,2020,4,33756273375832,Ben,Hutchinson,google,google researchsan franciscocausa,
aies,2020,5,33756273375832,Alex,Hanna,google,google researchmountain viewcausa,
aies,2020,6,33756273375832,Timnit,Gebru,google,google researchmountain viewcausa,
aies,2020,7,33756273375832,Jamie,Morgenstern,google,google research ampuniversity of washingtonseattlewausa,
aies,2020,0,33756273375850,Rafael,Poyiadzi,bristol,university of bristolbristolunited kingdom,
aies,2020,1,33756273375850,Kacper,Sokol,bristol,university of bristolbristolunited kingdom,
aies,2020,2,33756273375850,Raul,Santos-Rodriguez,bristol,university of bristolbristolunited kingdom,
aies,2020,3,33756273375850,Tijl,De Bie,ugent,ghent universityghentbelgium,
aies,2020,4,33756273375850,Peter,Flach,bristol,university of bristolbristolunited kingdom,
aies,2020,0,33756273375830,Dylan,Slack,ucsd,university of californiairvineirvinecausa,
aies,2020,1,33756273375830,Sophie,Hilgard,harvard,harvard universitycambridgemausa,
aies,2020,2,33756273375830,Emily,Jia,harvard,harvard universitycambridgemausa,
aies,2020,3,33756273375830,Sameer,Singh,ucsd,university of californiairvineirvinecausa,
aies,2020,4,33756273375830,Himabindu,Lakkaraju,harvard,harvard universitycambridgemausa,
aies,2020,0,33756273375868,Natalie,Garrett,colorado,university of colorado boulderbouldercousa,
aies,2020,1,33756273375868,Nathan,Beard,umd,university of marylandcollege parkmdusa,
aies,2020,2,33756273375868,Casey,Fiesler,colorado,university of colorado boulderbouldercousa,
aies,2020,0,33756273375814,Haydn,Belfield,cam,university of cambridgecambridgeunited kingdom,
aies,2020,0,33756273375859,Amba,Kak,itu,ai now institutenew yorknyusa,
aies,2020,0,33756273375833,Himabindu,Lakkaraju,harvard,harvard universitycambridgemausa,
aies,2020,1,33756273375833,Osbert,Bastani,upenn,university of pennsylvaniaphiladelphiapausa,
aies,2020,0,33756273375851,Alexander Matt,Turner,oregonstate,oregon state universitycorvallisorusa,
aies,2020,1,33756273375851,Dylan,Hadfield-Menell,berkeley,university of californiaberkeleyberkeleycausa,
aies,2020,2,33756273375851,Prasad,Tadepalli,oregonstate,oregon state universitycorvallisorusa,
aies,2020,0,33756273375865,Shubham,Sharma,ibm,ibm research ampuniversity of texas at austinaustintxusa,
aies,2020,1,33756273375865,Yunfeng,Zhang,ibm,ibm researchyorktown heightsnyusa,
aies,2020,2,33756273375865,Jesús M.,Ríos Aliaga,ibm,ibm researchyorktown heightsnyusa,
aies,2020,3,33756273375865,Djallel,Bouneffouf,ibm,ibm researchyorktown heightsnyusa,
aies,2020,4,33756273375865,Vinod,Muthusamy,ibm,ibm researchaustintxusa,
aies,2020,5,33756273375865,Kush R.,Varshney,ibm,ibm researchyorktown heightsnyusa,
aies,2020,0,33756273375835,P. M.,Krafft,ox,university of oxfordoxfordunited kingdom,
aies,2020,1,33756273375835,Meg,Young,washington,university of washingtonseattlewausa,
aies,2020,2,33756273375835,Michael,Katell,washington,university of washingtonseattlewausa,
aies,2020,3,33756273375835,Karen,Huang,harvard,harvard universitycambridgemausa,
aies,2020,4,33756273375835,Ghislain,Bugingo,washington,university of washingtonseattlewausa,
aies,2020,0,33756273375857,Peter,Cihon,ox,university of oxfordoxfordunited kingdom,
aies,2020,1,33756273375857,Matthijs M.,Maas,ox,university of copenhagen ampuniversity of oxfordcopenhagendenmark,
aies,2020,2,33756273375857,Luke,Kemp,cam,university of cambridgecambridgeunited kingdom,
aies,2020,0,33756273375815,Toby,Shevlane,ox,university of oxfordoxfordunited kingdom,
aies,2020,1,33756273375815,Allan,Dafoe,ox,university of oxfordoxfordunited kingdom,
aies,2020,0,33756273375863,Aaron D.,Tucker,cornell,cornell university ampuniversity of oxfordithacanyusa,
aies,2020,1,33756273375863,Markus,Anderljung,ox,university of oxfordoxfordunited kingdom,
aies,2020,2,33756273375863,Allan,Dafoe,ox,university of oxfordoxfordunited kingdom,
aies,2020,0,33756273375855,Abeba,Birhane,,university college dublindublinireland,
aies,2020,1,33756273375855,Jelle,van Dijk,ethz,university of twenteenschedenetherlands,
aies,2020,0,33756273375803,Carina,Prunkl,ox,university of oxfordoxfordunited kingdom,
aies,2020,1,33756273375803,Jess,Whittlestone,cam,university of cambridgecambridge united kingdom,
aies,2020,0,33756273375820,Inioluwa Deborah,Raji,toronto,university of torontotorontooncanada,
aies,2020,1,33756273375820,Timnit,Gebru,google,google researchsan franciscocausa,
aies,2020,2,33756273375820,Margaret,Mitchell,google,google researchsan franciscocausa,
aies,2020,3,33756273375820,Joy,Buolamwini,mit,massachusetts institute of technologycambridgemausa,
aies,2020,4,33756273375820,Joonseok,Lee,google,google researchsan franciscocausa,
aies,2020,5,33756273375820,Emily,Denton,google,google researchsan franciscocausa,
aies,2020,0,33756273375827,Baobao,Zhang,ox,university of oxfordoxfordunited kingdom,
aies,2020,1,33756273375827,Allan,Dafoe,ox,university of oxfordoxfordunited kingdom,
