conference,year,index,paper_id,given_name,family_name,org,institution,email,title
aies,2020,0,33756273375819,Debjani,Saha,umd,university of marylandcollege parkmdusa,,Human Comprehension of Fairness in Machine Learning
aies,2020,1,33756273375819,Candice,Schumann,umd,university of marylandcollege parkmdusa,,Human Comprehension of Fairness in Machine Learning
aies,2020,2,33756273375819,Duncan C.,McElfresh,umd,university of marylandcollege parkmdusa,,Human Comprehension of Fairness in Machine Learning
aies,2020,3,33756273375819,John P.,Dickerson,umd,university of marylandcollege parkmdusa,,Human Comprehension of Fairness in Machine Learning
aies,2020,4,33756273375819,Michelle L.,Mazurek,umd,university of marylandcollege parkmdusa,,Human Comprehension of Fairness in Machine Learning
aies,2020,5,33756273375819,Michael Carl,Tschantz,berkeley,international computer science instituteberkeleycausa,,Human Comprehension of Fairness in Machine Learning
aies,2020,0,33756273375854,Jonathan,Herington,rochester,university of rochesterrochesternyusa,,Measuring Fairness in an Unfair World
aies,2020,0,33756273375831,Fernando,Martínez-Plumed,,universitat politcnica de valnciavalenciaspain,,Does AI Qualify for the Job?
aies,2020,1,33756273375831,Songül,Tolan,,european commission jrcsevillespain,,Does AI Qualify for the Job?
aies,2020,2,33756273375831,Annarosa,Pesole,,european commission jrcsevilleitaly,,Does AI Qualify for the Job?
aies,2020,3,33756273375831,José,Hernández-Orallo,,universitat politcnica de valnciavalenciaspain,,Does AI Qualify for the Job?
aies,2020,4,33756273375831,Enrique,Fernández-Macías,,european commission jrcsevillespain,,Does AI Qualify for the Job?
aies,2020,5,33756273375831,Emilia,Gómez,,european commission jrcsevillegermany,,Does AI Qualify for the Job?
aies,2020,0,33756273375834,Osonde A.,Osoba,,rand corporationsanta monicacausa,,Technocultural Pluralism
aies,2020,0,33756273375876,Eyal,Shulman,tau,tel aviv universitytel avivyafoisrael,,Meta Decision Trees for Explainable Recommendation Systems
aies,2020,1,33756273375876,Lior,Wolf,tau,tel aviv universitytel avivyafoisrael,,Meta Decision Trees for Explainable Recommendation Systems
aies,2020,0,33756273375872,Osonde A.,Osoba,,rand corporationsanta monicacausa,,Steps Towards Value-Aligned Systems
aies,2020,1,33756273375872,Benjamin,Boudreaux,,rand corporationsanta monicacausa,,Steps Towards Value-Aligned Systems
aies,2020,2,33756273375872,Douglas,Yeung,,rand corporationsanta monicacausa,,Steps Towards Value-Aligned Systems
aies,2020,0,33756273375821,Joy,Lu,cmu,carnegie mellon universitypittsburghpausa,,Good Explanation for Algorithmic Transparency
aies,2020,1,33756273375821,Dokyun (DK),Lee,cmu,carnegie mellon universitypittsburghpausa,,Good Explanation for Algorithmic Transparency
aies,2020,2,33756273375821,Tae Wan,Kim,cmu,carnegie mellon universitypittsburghpausa,,Good Explanation for Algorithmic Transparency
aies,2020,3,33756273375821,David,Danks,cmu,carnegie mellon universitypittsburghpausa,,Good Explanation for Algorithmic Transparency
aies,2020,0,33756273375822,Jongbin,Jung,stanford,stanford universitystanfordcausa,,Bayesian Sensitivity Analysis for Offline Policy Evaluation
aies,2020,1,33756273375822,Ravi,Shroff,nyu,new york universitynew yorknyusa,,Bayesian Sensitivity Analysis for Offline Policy Evaluation
aies,2020,2,33756273375822,Avi,Feller,berkeley,university of californiaberkeleyberkeleycausa,,Bayesian Sensitivity Analysis for Offline Policy Evaluation
aies,2020,3,33756273375822,Sharad,Goel,stanford,stanford universitystanfordcausa,,Bayesian Sensitivity Analysis for Offline Policy Evaluation
aies,2020,0,33756273375839,Frank,Pasquale,umd,university of marylandbaltimoremdusa,,Machines Judging Humans
aies,2020,0,33756273375823,William,Cai,stanford,stanford universitystanfordcausa,,Fair Allocation through Selective Information Acquisition
aies,2020,1,33756273375823,Johann,Gaebler,stanford,stanford universitystanfordcausa,,Fair Allocation through Selective Information Acquisition
aies,2020,2,33756273375823,Nikhil,Garg,stanford,stanford universitystanfordcausa,,Fair Allocation through Selective Information Acquisition
aies,2020,3,33756273375823,Sharad,Goel,stanford,stanford universitystanfordcausa,,Fair Allocation through Selective Information Acquisition
aies,2020,0,33756273375824,Melissa,McCradden,experian,the hospital for sick childrentorontooncanada,,When Your Only Tool Is A Hammer
aies,2020,1,33756273375824,Mjaye,Mazwi,experian,the hospital for sick childrentorontooncanada,,When Your Only Tool Is A Hammer
aies,2020,2,33756273375824,Shalmali,Joshi,intel,vector institute for artificial intelligencetorontooncanada,,When Your Only Tool Is A Hammer
aies,2020,3,33756273375824,James A.,Anderson,experian,the hospital for sick childrentorontooncanada,,When Your Only Tool Is A Hammer
aies,2020,0,33756273375825,Md Sultan Al,Nahian,ntu,university of kentuckylexingtonkyusa,,Learning Norms from Stories
aies,2020,1,33756273375825,Spencer,Frazier,gatech,georgia institute of technologyatlantagausa,,Learning Norms from Stories
aies,2020,2,33756273375825,Mark,Riedl,gatech,georgia institute of technologyatlantagausa,,Learning Norms from Stories
aies,2020,3,33756273375825,Brent,Harrison,ntu,university of kentuckylexingtonkyusa,,Learning Norms from Stories
aies,2020,0,33756273375826,Subhro,Das,ibm,ibm researchcambridgemausa,,Learning Occupational Task-Shares Dynamics for the Future of Work
aies,2020,1,33756273375826,Sebastian,Steffen,mit,massachusetts institute of technologycambridgemausa,,Learning Occupational Task-Shares Dynamics for the Future of Work
aies,2020,2,33756273375826,Wyatt,Clarke,ibm,ibm researcharmonknyusa,,Learning Occupational Task-Shares Dynamics for the Future of Work
aies,2020,3,33756273375826,Prabhat,Reddy,ibm,ibm researchyorktown heightsnyusa,,Learning Occupational Task-Shares Dynamics for the Future of Work
aies,2020,4,33756273375826,Erik,Brynjolfsson,mit,massachusetts institute of technologycambridgemausa,,Learning Occupational Task-Shares Dynamics for the Future of Work
aies,2020,5,33756273375826,Martin,Fleming,ibm,ibm researcharmonknyusa,,Learning Occupational Task-Shares Dynamics for the Future of Work
aies,2020,0,33756273375866,Andrew,Smart,google,googlesan franciscocausa,,Why Reliabilism Is not Enough
aies,2020,1,33756273375866,Larry,James,google,googlesan franciscocausa,,Why Reliabilism Is not Enough
aies,2020,2,33756273375866,Ben,Hutchinson,google,googlesan franciscocausa,,Why Reliabilism Is not Enough
aies,2020,3,33756273375866,Simone,Wu,google,googleseattlewausa,,Why Reliabilism Is not Enough
aies,2020,4,33756273375866,Shannon,Vallor,google,googlemountain viewcausa,,Why Reliabilism Is not Enough
aies,2020,0,33756273375867,Ava Thomas,Wright,northeastern,northeastern universitybostonmausa,,A Deontic Logic for Programming Rightful Machines
aies,2020,0,33756273375869,Andi,Peng,microsoft,microsoft researchredmondwausa,,The Perils of Objectivity
aies,2020,1,33756273375869,Malina,Simard-Halm,cam,university of cambridgecambridgeunited kingdom,,The Perils of Objectivity
aies,2020,0,33756273375870,Lok,Chan,duke,duke universitydurhamncusa,,Artificial Artificial Intelligence
aies,2020,1,33756273375870,Kenzie,Doyle,duke,duke universitydurhamncusa,,Artificial Artificial Intelligence
aies,2020,2,33756273375870,Duncan,McElfresh,umd,university of marylandcollege parkmdusa,,Artificial Artificial Intelligence
aies,2020,3,33756273375870,Vincent,Conitzer,duke,duke universitydurhamncusa,,Artificial Artificial Intelligence
aies,2020,4,33756273375870,John P.,Dickerson,umd,university of marylandcollege parkmdusa,,Artificial Artificial Intelligence
aies,2020,5,33756273375870,Jana,Schaich Borg,duke,duke universitydurhamncusa,,Artificial Artificial Intelligence
aies,2020,6,33756273375870,Walter,Sinnott-Armstrong,duke,duke universitydurhamncusa,,Artificial Artificial Intelligence
aies,2020,0,33756273375871,A.J.,Alvero,stanford,stanford universitystanfordcausa,,AI and Holistic Review
aies,2020,1,33756273375871,Noah,Arthurs,stanford,stanford universitystanfordcausa,,AI and Holistic Review
aies,2020,2,33756273375871,anthony lising,antonio,stanford,stanford universitystanfordcausa,,AI and Holistic Review
aies,2020,3,33756273375871,Benjamin W.,Domingue,stanford,stanford universitystanfordcausa,,AI and Holistic Review
aies,2020,4,33756273375871,Ben,Gebre-Medhin,stanford,stanford universitystanfordcausa,,AI and Holistic Review
aies,2020,5,33756273375871,Sonia,Giebel,stanford,stanford universitystanfordcausa,,AI and Holistic Review
aies,2020,6,33756273375871,Mitchell L.,Stevens,stanford,stanford universitystanfordcausa,,AI and Holistic Review
aies,2020,0,33756273375873,Seyyed Ahmad,Javadi,cam,university of cambridgecambridgeunited kingdom,,Monitoring Misuse for Accountable 'Artificial Intelligence as a Service'
aies,2020,1,33756273375873,Richard,Cloete,cam,university of cambridgecambridgeunited kingdom,,Monitoring Misuse for Accountable 'Artificial Intelligence as a Service'
aies,2020,2,33756273375873,Jennifer,Cobbe,cam,university of cambridgecambridgeunited kingdom,,Monitoring Misuse for Accountable 'Artificial Intelligence as a Service'
aies,2020,3,33756273375873,Michelle Seng Ah,Lee,cam,university of cambridgecambridgeunited kingdom,,Monitoring Misuse for Accountable 'Artificial Intelligence as a Service'
aies,2020,4,33756273375873,Jatinder,Singh,cam,university of cambridgecambridgeunited kingdom,,Monitoring Misuse for Accountable 'Artificial Intelligence as a Service'
aies,2020,0,33756273375874,Daniel,Karpati,,university of luxembourgeschsuralzetteluxembourg,,Ethics of Food Recommender Applications
aies,2020,1,33756273375874,Amro,Najjar,,university of luxembourgeschsuralzetteluxembourg,,Ethics of Food Recommender Applications
aies,2020,2,33756273375874,Diego Agustin,Ambrossio,,university of luxembourgeschsuralzetteluxembourg,,Ethics of Food Recommender Applications
aies,2020,0,33756273377139,Anita,Gurumurthy,,executive directorit for changebangalorekarnatakaindia,,The AI-development Connection - A View from the South
aies,2020,0,33756273377140,Charlton D.,McIlwain,nyu,new york universitynew yorknyusa,,Computerize the Race Problem?
aies,2020,0,33756273377141,Gina,Neff,ox,university of oxfordoxfordunited kingdom,,From Bad Users and Failed Uses to Responsible Technologies
aies,2020,0,33756273377142,Peter,Dabrock,experian,friedrichalexanderuniversity erlangen nurembergerlangengermany,,How to Put the Data Subject's Sovereignty into Practice. Ethical Considerations and Governance Perspectives
aies,2020,0,33756273375805,Andreia,Martinho,ethz,delft university of technologydelftnetherlands,,An Empirical Approach to Capture Moral Uncertainty in AI
aies,2020,1,33756273375805,Maarten,Kroesen,ethz,delft university of technologydelftnetherlands,,An Empirical Approach to Capture Moral Uncertainty in AI
aies,2020,2,33756273375805,Caspar,Chorus,ethz,delft university of technologydelftnetherlands,,An Empirical Approach to Capture Moral Uncertainty in AI
aies,2020,0,33756273375844,Violet (Xinying),Chen,cmu,carnegie mellon universitypittsburghpausa,,A Just Approach Balancing Rawlsian Leximax Fairness and Utilitarianism
aies,2020,1,33756273375844,J. N.,Hooker,cmu,carnegie mellon universitypittsburghpausa,,A Just Approach Balancing Rawlsian Leximax Fairness and Utilitarianism
aies,2020,0,33756273375849,Bingquan,Zhu,tsinghua,tsinghua universitybeijingchina,,Deepfakes for Medical Video De-Identification
aies,2020,1,33756273375849,Hao,Fang,tsinghua,tsinghua universitybeijingchina,,Deepfakes for Medical Video De-Identification
aies,2020,2,33756273375849,Yanan,Sui,tsinghua,tsinghua universitybeijingchina,,Deepfakes for Medical Video De-Identification
aies,2020,3,33756273375849,Luming,Li,tsinghua,tsinghua universitybeijingchina,,Deepfakes for Medical Video De-Identification
aies,2020,0,33756273375817,Shahar,Avin,cam,university of cambridgecambridgeunited kingdom,,Exploring AI Futures Through Role Play
aies,2020,1,33756273375817,Ross,Gruetzemacher,auburn,auburn universityauburnalusa,,Exploring AI Futures Through Role Play
aies,2020,2,33756273375817,James,Fox,ox,university of oxfordoxfordunited kingdom,,Exploring AI Futures Through Role Play
aies,2020,0,33756273375840,Han,Yu,ntu,nanyang technological universitysingaporesingapore,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,1,33756273375840,Zelei,Liu,ntu,nanyang technological universitysingaporesingapore,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,2,33756273375840,Yang,Liu,,webankshenzhenchina,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,3,33756273375840,Tianjian,Chen,,webankshenzhenchina,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,4,33756273375840,Mingshu,Cong,hku,the university of hong konghong kongchina,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,5,33756273375840,Xi,Weng,pku,peking universitybeijingchina,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,6,33756273375840,Dusit,Niyato,ntu,nanyang technological universitysingaporesingapore,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,7,33756273375840,Qiang,Yang,ust,hong kong university of science and technologyhong kongchina,,A Fairness-aware Incentive Scheme for Federated Learning
aies,2020,0,33756273375813,Stephen,Cave,cam,university of cambridgecambridgeunited kingdom,,The Problem with Intelligence
aies,2020,0,33756273375810,Yishan,Zhou,ucsd,university of california san diegosan diegocausa,,"Different ""Intelligibility"" for Different Folks"
aies,2020,1,33756273375810,David,Danks,cmu,carnegie mellon universitypittsburghpausa,,"Different ""Intelligibility"" for Different Folks"
aies,2020,0,33756273375864,Yuzi,He,usc,university of southern californialos angelescausa,,A Geometric Solution to Fair Representations
aies,2020,1,33756273375864,Keith,Burghardt,usc,university of southern californialos angelescausa,,A Geometric Solution to Fair Representations
aies,2020,2,33756273375864,Kristina,Lerman,usc,university of southern californialos angelescausa,,A Geometric Solution to Fair Representations
aies,2020,0,33756273375804,Daniel,Schiff,gatech,georgia institute of technologyatlantagausa,,"What's Next for AI Ethics, Policy, and Governance? A Global Overview"
aies,2020,1,33756273375804,Justin,Biddle,gatech,georgia institute of technologyatlantagausa,,"What's Next for AI Ethics, Policy, and Governance? A Global Overview"
aies,2020,2,33756273375804,Jason,Borenstein,gatech,georgia institute of technologyatlantagausa,,"What's Next for AI Ethics, Policy, and Governance? A Global Overview"
aies,2020,3,33756273375804,Kelly,Laas,itu,illinois institute of technologychicagoilusa,,"What's Next for AI Ethics, Policy, and Governance? A Global Overview"
aies,2020,0,33756273375832,Margaret,Mitchell,google,google researchseattlewausa,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,1,33756273375832,Dylan,Baker,google,google researchseattlewausa,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,2,33756273375832,Nyalleng,Moorosi,google,google researchaccraghana,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,3,33756273375832,Emily,Denton,google,google researchnew yorknjusa,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,4,33756273375832,Ben,Hutchinson,google,google researchsan franciscocausa,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,5,33756273375832,Alex,Hanna,google,google researchmountain viewcausa,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,6,33756273375832,Timnit,Gebru,google,google researchmountain viewcausa,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,7,33756273375832,Jamie,Morgenstern,google,google research ampuniversity of washingtonseattlewausa,,Diversity and Inclusion Metrics in Subset Selection
aies,2020,0,33756273375850,Rafael,Poyiadzi,bristol,university of bristolbristolunited kingdom,,FACE
aies,2020,1,33756273375850,Kacper,Sokol,bristol,university of bristolbristolunited kingdom,,FACE
aies,2020,2,33756273375850,Raul,Santos-Rodriguez,bristol,university of bristolbristolunited kingdom,,FACE
aies,2020,3,33756273375850,Tijl,De Bie,ugent,ghent universityghentbelgium,,FACE
aies,2020,4,33756273375850,Peter,Flach,bristol,university of bristolbristolunited kingdom,,FACE
aies,2020,0,33756273375868,Natalie,Garrett,colorado,university of colorado boulderbouldercousa,,"More Than ""If Time Allows"""
aies,2020,1,33756273375868,Nathan,Beard,umd,university of marylandcollege parkmdusa,,"More Than ""If Time Allows"""
aies,2020,2,33756273375868,Casey,Fiesler,colorado,university of colorado boulderbouldercousa,,"More Than ""If Time Allows"""
aies,2020,0,33756273375814,Haydn,Belfield,cam,university of cambridgecambridgeunited kingdom,,Activism by the AI Community
aies,2020,0,33756273375859,Amba,Kak,itu,ai now institutenew yorknyusa,,"""The Global South is everywhere, but also always somewhere"""
aies,2020,0,33756273375851,Alexander Matt,Turner,oregonstate,oregon state universitycorvallisorusa,,Conservative Agency via Attainable Utility Preservation
aies,2020,1,33756273375851,Dylan,Hadfield-Menell,berkeley,university of californiaberkeleyberkeleycausa,,Conservative Agency via Attainable Utility Preservation
aies,2020,2,33756273375851,Prasad,Tadepalli,oregonstate,oregon state universitycorvallisorusa,,Conservative Agency via Attainable Utility Preservation
aies,2020,0,33756273375865,Shubham,Sharma,ibm,ibm research ampuniversity of texas at austinaustintxusa,,Data Augmentation for Discrimination Prevention and Bias Disambiguation
aies,2020,1,33756273375865,Yunfeng,Zhang,ibm,ibm researchyorktown heightsnyusa,,Data Augmentation for Discrimination Prevention and Bias Disambiguation
aies,2020,2,33756273375865,Jesús M.,Ríos Aliaga,ibm,ibm researchyorktown heightsnyusa,,Data Augmentation for Discrimination Prevention and Bias Disambiguation
aies,2020,3,33756273375865,Djallel,Bouneffouf,ibm,ibm researchyorktown heightsnyusa,,Data Augmentation for Discrimination Prevention and Bias Disambiguation
aies,2020,4,33756273375865,Vinod,Muthusamy,ibm,ibm researchaustintxusa,,Data Augmentation for Discrimination Prevention and Bias Disambiguation
aies,2020,5,33756273375865,Kush R.,Varshney,ibm,ibm researchyorktown heightsnyusa,,Data Augmentation for Discrimination Prevention and Bias Disambiguation
aies,2020,0,33756273375835,P. M.,Krafft,ox,university of oxfordoxfordunited kingdom,,Defining AI in Policy versus Practice
aies,2020,1,33756273375835,Meg,Young,washington,university of washingtonseattlewausa,,Defining AI in Policy versus Practice
aies,2020,2,33756273375835,Michael,Katell,washington,university of washingtonseattlewausa,,Defining AI in Policy versus Practice
aies,2020,3,33756273375835,Karen,Huang,harvard,harvard universitycambridgemausa,,Defining AI in Policy versus Practice
aies,2020,4,33756273375835,Ghislain,Bugingo,washington,university of washingtonseattlewausa,,Defining AI in Policy versus Practice
aies,2020,0,33756273375857,Peter,Cihon,ox,university of oxfordoxfordunited kingdom,,Should Artificial Intelligence Governance be Centralised?
aies,2020,1,33756273375857,Matthijs M.,Maas,ox,university of copenhagen ampuniversity of oxfordcopenhagendenmark,,Should Artificial Intelligence Governance be Centralised?
aies,2020,2,33756273375857,Luke,Kemp,cam,university of cambridgecambridgeunited kingdom,,Should Artificial Intelligence Governance be Centralised?
aies,2020,0,33756273375815,Toby,Shevlane,ox,university of oxfordoxfordunited kingdom,,The Offense-Defense Balance of Scientific Knowledge
aies,2020,1,33756273375815,Allan,Dafoe,ox,university of oxfordoxfordunited kingdom,,The Offense-Defense Balance of Scientific Knowledge
aies,2020,0,33756273375863,Aaron D.,Tucker,cornell,cornell university ampuniversity of oxfordithacanyusa,,Social and Governance Implications of Improved Data Efficiency
