conference,year,index,paper_id,given_name,family_name,org,institution,email,title
aies,2018,2,32787213278738,Sarayu,Natarajan,kcl,kings college londonlondonunited kingdom,,Opportunities and Challenges for Artificial Intelligence in India
aies,2018,3,32787213278738,Shreya,Rao,,rao law chambersazim premji universitybangaloreindia,,Opportunities and Challenges for Artificial Intelligence in India
aies,2018,0,32787213278763,Alex John,London,cmu,carnegie mellon universitypittsburghpausa,,Regulating Autonomous Vehicles
aies,2018,1,32787213278763,David,Danks,cmu,carnegie mellon universitypittsburghpausa,,Regulating Autonomous Vehicles
aies,2018,0,32787213278791,Daniel,Kasenberg,tufts,tufts universitymedfordmausa,,Learning and Obeying Conflicting Norms in Stochastic Domains
aies,2018,0,32787213278787,Barton E.,Lee,unsw,the university of new south walessydneyaustralia,,A Win for Society! Conquering Barriers to Fair Elections
aies,2018,0,32787213278788,Martin,Strobel,,national university singaporesingaporesingapore,,An Axiomatic Approach to Explain Computer Generated Decisions
aies,2018,0,32787213278784,Eva,Thelisson,,university of fribourgfribourgswitzerland,,Towards a Computational Sustainability for AI/ML to Foster Responsibility
aies,2018,0,32787213278806,Patrick,Lin,,california polytechnic state universitysan luis obispocausa,,"AI Decisions, Risk, and Ethics"
aies,2018,0,32787213278767,Edvard P.,Bjørgen,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,1,32787213278767,Simen,Madsen,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,2,32787213278767,Therese S.,Bjørknes,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,3,32787213278767,Fredrik V.,Heimsæter,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,4,32787213278767,Robin,Håvik,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,5,32787213278767,Morten,Linderud,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,6,32787213278767,Per-Niklas,Longberg,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,7,32787213278767,Louise A.,Dennis,google,university of liverpoolliverpoolunited kingdom,,"Cake, Death, and Trolleys"
aies,2018,8,32787213278767,Marija,Slavkovik,uib,university of bergenbergennorway,,"Cake, Death, and Trolleys"
aies,2018,0,32787213278752,Max F.,Kramer,,university of arizonatucsonazusa,,When Do People Want AI to Make Decisions?
aies,2018,1,32787213278752,Jana,Schaich Borg,duke,duke universitydurhamncusa,,When Do People Want AI to Make Decisions?
aies,2018,2,32787213278752,Vincent,Conitzer,duke,duke universitydurhamncusa,,When Do People Want AI to Make Decisions?
aies,2018,3,32787213278752,Walter,Sinnott-Armstrong,duke,duke universitydurhamncusa,,When Do People Want AI to Make Decisions?
aies,2018,0,32787213278737,Daniel L.,Tobey,,vinson ampelkinsllpdallastxusa,,Software Malpractice in the Age of AI
aies,2018,0,32787213278795,Gagan,Bansal,washington,university of washingtonseattlewausa,,Explanatory Dialogs
aies,2018,0,32787213278775,Daniel,Kasenberg,tufts,tufts universitymedfordmausa,,Inverse Norm Conflict Resolution
aies,2018,1,32787213278775,Matthias,Scheutz,tufts,tufts universitymedfordmausa,,Inverse Norm Conflict Resolution
aies,2018,0,32787213278725,Sarah,Tan,cornell,cornell universityithacanyusa,,Distill-and-Compare
aies,2018,1,32787213278725,Rich,Caruana,microsoft,microsoft researchredmondwausa,,Distill-and-Compare
aies,2018,2,32787213278725,Giles,Hooker,cornell,cornell universityithacanyusa,,Distill-and-Compare
aies,2018,3,32787213278725,Yin,Lou,antn,ant financialsan mateocausa,,Distill-and-Compare
aies,2018,0,32787213278742,Edward,Raff,columbia,booz allen hamiltoncolumbiamdusa,,Fair Forests
aies,2018,1,32787213278742,Jared,Sylvester,columbia,booz allen hamiltoncolumbiamdusa,,Fair Forests
aies,2018,2,32787213278742,Steven,Mills,columbia,booz allen hamiltoncolumbiamdusa,,Fair Forests
aies,2018,0,32787213278735,Marc,Serramia,,universitat de barcelonabarcelonaspain,,Exploiting Moral Values to Choose the Right Norms
aies,2018,1,32787213278735,Maite,Lopez-Sanchez,,universitat de barcelonabarcelonaspain,,Exploiting Moral Values to Choose the Right Norms
aies,2018,2,32787213278735,Juan A.,Rodriguez-Aguilar,intel,artificial intelligence research institute iiiacsiccerdanyola del vallesspain,,Exploiting Moral Values to Choose the Right Norms
aies,2018,3,32787213278735,Javier,Morales,ox,university of oxfordoxfordunited kingdom,,Exploiting Moral Values to Choose the Right Norms
aies,2018,4,32787213278735,Michael,Wooldridge,ox,university of oxfordoxfordunited kingdom,,Exploiting Moral Values to Choose the Right Norms
aies,2018,5,32787213278735,Carlos,Ansotegui,,universitat de lleidalleidaspain,,Exploiting Moral Values to Choose the Right Norms
aies,2018,0,32787213278740,Amit K.,Chopra,lancaster,lancaster universitylancasterunited kingdom,,Sociotechnical Systems and Ethics in the Large
aies,2018,1,32787213278740,Munindar P.,SIngh,ncsu,north carolina state universityraleighncusa,,Sociotechnical Systems and Ethics in the Large
aies,2018,0,32787213278778,Jianxin,Zhao,cam,university of cambridgecambridgeunited kingdom,,Privacy-Preserving Machine Learning Based Data Analytics on Edge Devices
aies,2018,1,32787213278778,Richard,Mortier,cam,university of cambridgecambridgeunited kingdom,,Privacy-Preserving Machine Learning Based Data Analytics on Edge Devices
aies,2018,2,32787213278778,Jon,Crowcroft,cam,university of cambridgecambridgeunited kingdom,,Privacy-Preserving Machine Learning Based Data Analytics on Edge Devices
aies,2018,3,32787213278778,Liang,Wang,cam,university of cambridgecambridgeunited kingdom,,Privacy-Preserving Machine Learning Based Data Analytics on Edge Devices
aies,2018,0,32787213278733,Golnoosh,Farnadi,ucsc,uc santa cruzsanta cruzcausa,,Fairness in Relational Domains
aies,2018,1,32787213278733,Behrouz,Babaki,polymtl,polytechnique montrealmontrealpqcanada,,Fairness in Relational Domains
aies,2018,2,32787213278733,Lise,Getoor,ucsc,uc santa cruzsanta cruzcausa,,Fairness in Relational Domains
aies,2018,0,32787213278739,Haris,Aziz,unsw,the university of new south wales ampdatasydneyaustralia,,Sub-committee Approval Voting and Generalized Justified Representation Axioms
aies,2018,1,32787213278739,Barton E.,Lee,unsw,the university of new south wales ampdatasydneyaustralia,,Sub-committee Approval Voting and Generalized Justified Representation Axioms
aies,2018,0,32787213278760,Bobbie,Eicher,gatech,georgia institute of technologyatlantagausa,,Jill Watson Doesn't Care if You're Pregnant
aies,2018,1,32787213278760,Lalith,Polepeddi,gatech,georgia institute of technologyatlantagausa,,Jill Watson Doesn't Care if You're Pregnant
aies,2018,2,32787213278760,Ashok,Goel,gatech,georgia institute of technologyatlantagausa,,Jill Watson Doesn't Care if You're Pregnant
aies,2018,0,32787213278753,John N.,Hooker,cmu,carnegie mellon universitypittsburghpausa,,Toward Non-Intuition-Based Machine and Artificial Intelligence Ethics
aies,2018,1,32787213278753,Tae Wan N.,Kim,cmu,carnegie mellon universitypittsburghpausa,,Toward Non-Intuition-Based Machine and Artificial Intelligence Ethics
aies,2018,0,32787213278755,Yuanshuo,Zhao,gatech,georgia institute of technologyatlantagausa,,Data Driven Techniques for Organizing Scientific Articles Relevant to Biomimicry
aies,2018,1,32787213278755,Ioana,Baldini,ibm,ibm researchyorktown heightsnyusa,,Data Driven Techniques for Organizing Scientific Articles Relevant to Biomimicry
aies,2018,2,32787213278755,Prasanna,Sattigeri,ibm,ibm researchyorktown heightsnyusa,,Data Driven Techniques for Organizing Scientific Articles Relevant to Biomimicry
aies,2018,3,32787213278755,Inkit,Padhi,ibm,ibm researchibm researchnyusa,,Data Driven Techniques for Organizing Scientific Articles Relevant to Biomimicry
aies,2018,4,32787213278755,Yoong Keok,Lee,ibm,ibm researchyorktown heightsnyusa,,Data Driven Techniques for Organizing Scientific Articles Relevant to Biomimicry
aies,2018,5,32787213278755,Ethan,Smith,itu,biomimicry institutemissoulamtusa,,Data Driven Techniques for Organizing Scientific Articles Relevant to Biomimicry
aies,2018,0,32787213278734,Pablo,Suárez-Serrato,bosch,universidad nacional autnoma de mxicomxico citymexico,,Socialbots Supporting Human Rights
aies,2018,1,32787213278734,Eduardo Iván,Velázquez Richards,bosch,universidad nacional autnoma de mxicomxico citymexico,,Socialbots Supporting Human Rights
aies,2018,2,32787213278734,Mehrdad,Yazdani,ucsd,university of california san diegosan diegocausa,,Socialbots Supporting Human Rights
aies,2018,0,32787213278768,Alan R.,Wagner,psu,pennsylvania state universityuniversity parkpausa,,An Autonomous Architecture that Protects the Right to Privacy
aies,2018,0,32787213278765,Mathieu,d'Aquin,,national university of ireland galwaygalwayireland,,"Towards an ""Ethics by Design"" Methodology for AI Research Projects"
aies,2018,1,32787213278765,Pinelopi,Troullinou,,the open universitymilton keynesunited kingdom,,"Towards an ""Ethics by Design"" Methodology for AI Research Projects"
aies,2018,2,32787213278765,Noel E.,O'Connor,,dublin city universitydublinireland,,"Towards an ""Ethics by Design"" Methodology for AI Research Projects"
aies,2018,3,32787213278765,Aindrias,Cullen,,dublin city universitydublinireland,,"Towards an ""Ethics by Design"" Methodology for AI Research Projects"
aies,2018,4,32787213278765,Gráinne,Faller,,fh media consulting ltddublinireland,,"Towards an ""Ethics by Design"" Methodology for AI Research Projects"
aies,2018,5,32787213278765,Louise,Holden,,fh media consulting ltddublinireland,,"Towards an ""Ethics by Design"" Methodology for AI Research Projects"
aies,2018,0,32787213278796,Shiva,Kaul,cmu,carnegie mellon universitypittsburghpausa,,Speed And Accuracy Are Not Enough! Trustworthy Machine Learning
aies,2018,0,32787213278751,Marisa,Vasconcelos,ibm,ibm researchsao paulobrazil,,Modeling Epistemological Principles for Bias Mitigation in AI Systems
aies,2018,1,32787213278751,Carlos,Cardonha,ibm,ibm researchsao paulobrazil,,Modeling Epistemological Principles for Bias Mitigation in AI Systems
aies,2018,2,32787213278751,Bernardo,Gonçalves,ibm,ibm researchsao paulobrazil,,Modeling Epistemological Principles for Bias Mitigation in AI Systems
aies,2018,0,32787213278773,Lydia,Manikonda,asu,arizona state universitytempeazusa,,What's up with Privacy?
aies,2018,1,32787213278773,Aditya,Deotale,asu,arizona state universitytempeazusa,,What's up with Privacy?
aies,2018,2,32787213278773,Subbarao,Kambhampati,asu,arizona state universitytempeazusa,,What's up with Privacy?
aies,2018,0,32787213278731,Olivia J.,Erdélyi,,university of canterburychristchurchnew zealand,,Regulating Artificial Intelligence
aies,2018,1,32787213278731,Judy,Goldsmith,ntu,university of kentuckylexingtonkyusa,,Regulating Artificial Intelligence
aies,2018,0,32787213278728,Nolan P.,Shaw,uwaterloo,university of waterloowaterloooncanada,,Towards Provably Moral AI Agents in Bottom-up Learning Frameworks
aies,2018,1,32787213278728,Andreas,Stöckel,uwaterloo,university of waterloowaterloooncanada,,Towards Provably Moral AI Agents in Bottom-up Learning Frameworks
aies,2018,2,32787213278728,Ryan W.,Orr,uwaterloo,university of waterloowaterloooncanada,,Towards Provably Moral AI Agents in Bottom-up Learning Frameworks
aies,2018,3,32787213278728,Thomas F.,Lidbetter,uwaterloo,university of waterloowaterloooncanada,,Towards Provably Moral AI Agents in Bottom-up Learning Frameworks
aies,2018,4,32787213278728,Robin,Cohen,uwaterloo,university of waterloowaterloooncanada,,Towards Provably Moral AI Agents in Bottom-up Learning Frameworks
aies,2018,0,32787213278774,Daniel,Kasenberg,tufts,tufts universitymedfordmausa,,"Norms, Rewards, and the Intentional Stance"
aies,2018,1,32787213278774,Thomas,Arnold,tufts,tufts universitymedfordmausa,,"Norms, Rewards, and the Intentional Stance"
aies,2018,2,32787213278774,Matthias,Scheutz,tufts,tufts universitymedfordmausa,,"Norms, Rewards, and the Intentional Stance"
aies,2018,0,32787213278780,Stephen,Cave,cam,university of cambridgecambridgeunited kingdom,,An AI Race for Strategic Advantage
aies,2018,1,32787213278780,Seán S.,ÓhÉigeartaigh,cam,university of cambridgecambridgeunited kingdom,,An AI Race for Strategic Advantage
aies,2018,0,32787213278781,Habib,Karbasian,fb,george mason universityfairfaxvausa,,Real-Time Inference of User Types to Assist with more Inclusive and Diverse Social Media Activism Campaigns
aies,2018,1,32787213278781,Hemant,Purohit,fb,george mason universityfairfaxvausa,,Real-Time Inference of User Types to Assist with more Inclusive and Diverse Social Media Activism Campaigns
aies,2018,2,32787213278781,Rajat,Handa,fb,george mason universityfairfaxvausa,,Real-Time Inference of User Types to Assist with more Inclusive and Diverse Social Media Activism Campaigns
aies,2018,3,32787213278781,Aqdas,Malik,fb,george mason universityfairfaxvausa,,Real-Time Inference of User Types to Assist with more Inclusive and Diverse Social Media Activism Campaigns
aies,2018,4,32787213278781,Aditya,Johri,fb,george mason universityfairfaxvausa,,Real-Time Inference of User Types to Assist with more Inclusive and Diverse Social Media Activism Campaigns
aies,2018,0,32787213278758,Sungyong,Seo,usc,university of southern californialos angelescausa,,Partially Generative Neural Networks for Gang Crime Classification with Partial Information
aies,2018,1,32787213278758,Hau,Chan,,university of nebraskalincolnlincolnneusa,,Partially Generative Neural Networks for Gang Crime Classification with Partial Information
aies,2018,2,32787213278758,P. Jeffrey,Brantingham,ucla,university of californialos angeleslos angelescausa,,Partially Generative Neural Networks for Gang Crime Classification with Partial Information
aies,2018,3,32787213278758,Jorja,Leap,ucla,university of californialos angeleslos angelescausa,,Partially Generative Neural Networks for Gang Crime Classification with Partial Information
aies,2018,4,32787213278758,Phebe,Vayanos,usc,university of southern californialos angelescausa,,Partially Generative Neural Networks for Gang Crime Classification with Partial Information
aies,2018,5,32787213278758,Milind,Tambe,usc,university of southern californialos angelescausa,,Partially Generative Neural Networks for Gang Crime Classification with Partial Information
aies,2018,6,32787213278758,Yan,Liu,usc,university of southern californialos angelescausa,,Partially Generative Neural Networks for Gang Crime Classification with Partial Information
aies,2018,0,32787213278798,Lily,Hu,harvard,harvard universitycambridgemausa,,Justice Beyond Utility in Artificial Intelligence
aies,2018,0,32787213278771,Emily,LaRosa,cmu,carnegie mellon universitypittsburghpausa,,Impacts on Trust of Healthcare AI
aies,2018,1,32787213278771,David,Danks,cmu,carnegie mellon universitypittsburghpausa,,Impacts on Trust of Healthcare AI
aies,2018,0,32787213278769,Sjur,Dyrkolbotn,,western norway university of applied sciencesbergennorway,,On the Distinction between Implicit and Explicit Ethical Agency
aies,2018,1,32787213278769,Truls,Pedersen,uib,university of bergenbergennorway,,On the Distinction between Implicit and Explicit Ethical Agency
aies,2018,2,32787213278769,Marija,Slavkovik,uib,university of bergenbergennorway,,On the Distinction between Implicit and Explicit Ethical Agency
aies,2018,0,32787213278785,Ilse,Verdiesen,ethz,delft university of technologydelftnetherlands,,The Design of Human Oversight in Autonomous Weapon Systems
aies,2018,0,32787213278770,Richard,Kim,mit,massachusetts institute of technologycambridgemausa,,A Computational Model of Commonsense Moral Decision Making
aies,2018,1,32787213278770,Max,Kleiman-Weiner,mit,massachusetts institute of technologycambridgemausa,,A Computational Model of Commonsense Moral Decision Making
aies,2018,2,32787213278770,Andrés,Abeliuk,mit,massachusetts institute of technologycambridgemausa,,A Computational Model of Commonsense Moral Decision Making
aies,2018,3,32787213278770,Edmond,Awad,mit,massachusetts institute of technologycambridgemausa,,A Computational Model of Commonsense Moral Decision Making
aies,2018,4,32787213278770,Sohan,Dsouza,mit,massachusetts institute of technologycambridgemausa,,A Computational Model of Commonsense Moral Decision Making
aies,2018,5,32787213278770,Joshua B.,Tenenbaum,mit,massachusetts institute of technologycambridgemausa,,A Computational Model of Commonsense Moral Decision Making
aies,2018,6,32787213278770,Iyad,Rahwan,mit,massachusetts institute of technologycambridgemausa,,A Computational Model of Commonsense Moral Decision Making
aies,2018,0,32787213278750,Ryan,Carey,ox,oxford universityoxfordunited kingdom,,Incorrigibility in the CIRL Framework
aies,2018,0,32787213278776,Rahul,Iyer,cmu,carnegie mellon universitypittsburghpausa,,Transparency and Explanation in Deep Reinforcement Learning Neural Networks
aies,2018,1,32787213278776,Yuezhang,Li,google,google incmountain viewpausa,,Transparency and Explanation in Deep Reinforcement Learning Neural Networks
aies,2018,2,32787213278776,Huao,Li,pitt,university of pittsburghpittsburghpausa,,Transparency and Explanation in Deep Reinforcement Learning Neural Networks
aies,2018,3,32787213278776,Michael,Lewis,pitt,university of pittsburghpittsburghpausa,,Transparency and Explanation in Deep Reinforcement Learning Neural Networks
aies,2018,4,32787213278776,Ramitha,Sundar,cmu,carnegie mellon universitypittsburghpausa,,Transparency and Explanation in Deep Reinforcement Learning Neural Networks
aies,2018,5,32787213278776,Katia,Sycara,cmu,carnegie mellon universitypittsburghpausa,,Transparency and Explanation in Deep Reinforcement Learning Neural Networks
aies,2018,0,32787213278766,Matthijs M.,Maas,ku,university of copenhagencopenhagendenmark,,Regulating for 'Normal AI Accidents'
aies,2018,0,32787213278746,Ross,Gruetzemacher,auburn,auburn universityauburnalusa,,Rethinking AI Strategy and Policy as Entangled Super Wicked Problems
aies,2018,0,32787213278723,Andrea,Loreggia,,university of padovapadovaitaly,,Preferences and Ethical Principles in Decision Making
aies,2018,1,32787213278723,Nicholas,Mattei,ibm,ibm researchyorktown heights nynyusa,,Preferences and Ethical Principles in Decision Making
aies,2018,2,32787213278723,Francesca,Rossi,ibm,ibm research and university of padovayorktown heights nynyusa,,Preferences and Ethical Principles in Decision Making
aies,2018,3,32787213278723,K. Brent,Venable,,tulane universitynew orleanslausa,,Preferences and Ethical Principles in Decision Making
aies,2018,0,32787213278726,Dieter,Vanderelst,,university of cincinnaticincinnatiohusa,,The Dark Side of Ethical Robots
aies,2018,1,32787213278726,Alan,Winfield,,university of the west of englandbristolunited kingdom,,The Dark Side of Ethical Robots
aies,2018,0,32787213278777,Peter,Henderson,mcgill,mcgill universitymontrealpqcanada,,Ethical Challenges in Data-Driven Dialogue Systems
aies,2018,1,32787213278777,Koustuv,Sinha,mcgill,mcgill universitymontrealpqcanada,,Ethical Challenges in Data-Driven Dialogue Systems
aies,2018,2,32787213278777,Nicolas,Angelard-Gontier,mcgill,mcgill universitymontrealpqcanada,,Ethical Challenges in Data-Driven Dialogue Systems
aies,2018,3,32787213278777,Nan Rosemary,Ke,polymtl,polytechnique montralmontrealpqcanada,,Ethical Challenges in Data-Driven Dialogue Systems
aies,2018,4,32787213278777,Genevieve,Fried,mcgill,mcgill universitymontrealpqcanada,,Ethical Challenges in Data-Driven Dialogue Systems
aies,2018,5,32787213278777,Ryan,Lowe,mcgill,mcgill universitymontrealpqcanada,,Ethical Challenges in Data-Driven Dialogue Systems
aies,2018,6,32787213278777,Joelle,Pineau,mcgill,mcgill universitymontrealpqcanada,,Ethical Challenges in Data-Driven Dialogue Systems
aies,2018,0,32787213278727,Rachel,Freedman,duke,duke universitydurhamncusa,,Adapting a Kidney Exchange Algorithm to Align with Human Values
aies,2018,1,32787213278727,Jana,Schaich Borg,duke,duke universitydurhamncusa,,Adapting a Kidney Exchange Algorithm to Align with Human Values
aies,2018,2,32787213278727,Walter,Sinnott-Armstrong,duke,duke universitydurhamncusa,,Adapting a Kidney Exchange Algorithm to Align with Human Values
aies,2018,3,32787213278727,John P.,Dickerson,umd,university of marylandcollege parkmdusa,,Adapting a Kidney Exchange Algorithm to Align with Human Values
aies,2018,4,32787213278727,Vincent,Conitzer,duke,duke universitydurhamncusa,,Adapting a Kidney Exchange Algorithm to Align with Human Values
aies,2018,0,32787213278729,Lucas,Dixon,google,googlenew yorknyusa,,Measuring and Mitigating Unintended Bias in Text Classification
aies,2018,1,32787213278729,John,Li,google,googlenew yorknyusa,,Measuring and Mitigating Unintended Bias in Text Classification
aies,2018,2,32787213278729,Jeffrey,Sorensen,google,googlenew yorknyusa,,Measuring and Mitigating Unintended Bias in Text Classification
aies,2018,3,32787213278729,Nithum,Thain,google,googlenew yorknyusa,,Measuring and Mitigating Unintended Bias in Text Classification
aies,2018,4,32787213278729,Lucy,Vasserman,google,googlenew yorknyusa,,Measuring and Mitigating Unintended Bias in Text Classification
aies,2018,0,32787213278745,Virginia,Dignum,,umeuniversityumesweden,,Ethics by Design
aies,2018,1,32787213278745,Matteo,Baldoni,,universitdegli studi di torinotorinoitaly,,Ethics by Design
aies,2018,2,32787213278745,Cristina,Baroglio,,universitdegli studi di torinotorinoitaly,,Ethics by Design
aies,2018,3,32787213278745,Maurizio,Caon,,university of applied sciences and arts western switzerlandfribourgswitzerland,,Ethics by Design
aies,2018,4,32787213278745,Raja,Chatila,lip6,sorbonne universitparisfrance,,Ethics by Design
