conference,year,index,paper_id,given_name,family_name,org,institution,email
aies,2019,7,33066183314263,David,Lobell,stanford,stanford universitystanfordcausa,
aies,2019,8,33066183314263,Stefano,Ermon,stanford,stanford universitystanfordcausa,
aies,2019,0,33066183314288,Ray,Jiang,google,deepmindlondonunited kingdom,
aies,2019,1,33066183314288,Silvia,Chiappa,google,deepmindlondonunited kingdom,
aies,2019,2,33066183314288,Tor,Lattimore,google,deepmindlondonunited kingdom,
aies,2019,3,33066183314288,András,György,google,deepmindlondonunited kingdom,
aies,2019,4,33066183314288,Pushmeet,Kohli,google,deepmindlondonunited kingdom,
aies,2019,0,33066183314322,Sina,Mohseni,,texas aampm universitycollege stationtxusa,
aies,2019,0,33066183314267,Sophie,Jentzsch,tu-darmstadt,tu darmstadtdarmstadtgermany,
aies,2019,1,33066183314267,Patrick,Schramowski,tu-darmstadt,tu darmstadtdarmstadtgermany,
aies,2019,2,33066183314267,Constantin,Rothkopf,tu-darmstadt,tu darmstadtdarmstadtgermany,
aies,2019,3,33066183314267,Kristian,Kersting,tu-darmstadt,tu darmstadtdarmstadtgermany,
aies,2019,0,33066183314236,Amanda,Coston,cmu,ibm research ampcarnegie mellon universityyorktown heightsnyusa,
aies,2019,1,33066183314236,Karthikeyan Natesan,Ramamurthy,ibm,ibm researchyorktown heightsnyusa,
aies,2019,2,33066183314236,Dennis,Wei,ibm,ibm researchyorktown heightsnyusa,
aies,2019,3,33066183314236,Kush R.,Varshney,ibm,ibm researchyorktown heightsnyusa,
aies,2019,4,33066183314236,Skyler,Speakman,ibm,ibm researchnairobikenya,
aies,2019,5,33066183314236,Zairah,Mustahsan,ibm,ibm watson ai platformyorktown heightsnyusa,
aies,2019,6,33066183314236,Supriyo,Chakraborty,ibm,ibm researchyorktown heightsnyusa,
aies,2019,0,33066183314286,Daniel,Susser,psu,penn state universitystate collegepausa,
aies,2019,0,33066183314253,Bradley J.,Gram-Hansen,ox,university of oxfordoxfordunited kingdom,
aies,2019,1,33066183314253,Patrick,Helber,itu,dfkitu kaiserslauternkaiserslauterngermany,
aies,2019,2,33066183314253,Indhu,Varatharajan,itu,dlr institute for planetaryberlingermany,
aies,2019,3,33066183314253,Faiza,Azam,gmail,independent researcherbremengermany,
aies,2019,4,33066183314253,Alejandro,Coca-Castro,kcl,kings college londonlondonunited kingdom,
aies,2019,5,33066183314253,Veronika,Kopackova,uec,czech geological surveypragueczech rep,
aies,2019,6,33066183314253,Piotr,Bilinski,ox,university of oxford ampuniversity of warsawoxfordunited kingdom,
aies,2019,0,33066183314287,Michael P.,Kim,stanford,stanford universitystanfordcausa,
aies,2019,1,33066183314287,Amirata,Ghorbani,stanford,stanford universitystanfordcausa,
aies,2019,2,33066183314287,James,Zou,stanford,stanford universitystanfordcausa,
aies,2019,0,33066183314233,Antonio,Daniele,,queen mary university of londonlondonunited kingdom,
aies,2019,1,33066183314233,Yi-Zhe,Song,,queen mary university of londonlondonunited kingdom,
aies,2019,0,33066183314275,McKane,Andrus,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,1,33066183314275,Thomas K.,Gilbert,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,0,33066183314271,Shiwali,Mohan,parc,palo alto research centerpalo altocausa,
aies,2019,1,33066183314271,Frances,Yan,parc,palo alto research centerpalo altocausa,
aies,2019,2,33066183314271,Victoria,Bellotti,,lyftsan franciscocausa,
aies,2019,3,33066183314271,Ahmed,Elbery,,vttiblacksburgvausa,
aies,2019,4,33066183314271,Hesham,Rakha,,vttiblacksburgvausa,
aies,2019,5,33066183314271,Matthew,Klenk,parc,palo alto research centerblacksburgvausa,
aies,2019,0,33066183317950,Sahaj,Garg,stanford,stanford universitystanfordcausa,
aies,2019,1,33066183317950,Vincent,Perot,google,google ainew yorknyusa,
aies,2019,2,33066183317950,Nicole,Limtiaco,google,google ainew yorknyusa,
aies,2019,3,33066183317950,Ankur,Taly,google,google aimountain viewcausa,
aies,2019,4,33066183317950,Ed H.,Chi,google,google aimountain viewcausa,
aies,2019,5,33066183317950,Alex,Beutel,google,google ainew yorknyusa,
aies,2019,0,33066183314278,Stephen,Pfohl,stanford,stanford universitystanfordcausa,
aies,2019,1,33066183314278,Ben,Marafino,stanford,stanford universitystanfordcausa,
aies,2019,2,33066183314278,Adrien,Coulet,stanford,stanford university ampuniversitde lorrainestanfordcausa,
aies,2019,3,33066183314278,Fatima,Rodriguez,stanford,stanford universitystanfordcausa,
aies,2019,4,33066183314278,Latha,Palaniappan,stanford,stanford universitystanfordcausa,
aies,2019,5,33066183314278,Nigam H.,Shah,stanford,stanford universitystanfordcausa,
aies,2019,0,33066183314243,Alexander,Amini,mit,massachusetts institute of technologycambridgemausa,
aies,2019,1,33066183314243,Ava P.,Soleimany,harvard,harvard universitybostonmausa,
aies,2019,2,33066183314243,Wilko,Schwarting,mit,massachusetts institute of technologycambridgemausa,
aies,2019,3,33066183314243,Sangeeta N.,Bhatia,mit,massachusetts institute of technologycambridgemausa,
aies,2019,4,33066183314243,Daniela,Rus,mit,massachusetts institute of technologycambridgemausa,
aies,2019,0,33066183314279,Jeanna,Matthews,,clarkson universitypotsdam nyusa,
aies,2019,1,33066183314279,Marzieh,Babaeianjelodar,,clarkson universitypotsdamnyusa,
aies,2019,2,33066183314279,Stephen,Lorenz,,clarkson universitypotsdamnyusa,
aies,2019,3,33066183314279,Abigail,Matthews,,clarkson universitypotsdamnyusa,
aies,2019,4,33066183314279,Mariama,Njie,,iona collegenew yorknyusa,
aies,2019,5,33066183314279,Nathaniel,Adams,mit,forensic bioinformatic servicesdaytonohusa,
aies,2019,6,33066183314279,Dan,Krane,,wright state universitydaytonohusa,
aies,2019,7,33066183314279,Jessica,Goldthwaite,,legal aid societynew yorknyusa,
aies,2019,8,33066183314279,Clinton,Hughes,,brooklyn defender servicesnew yorknyusa,
aies,2019,0,33066183314307,Maayan,Shvo,toronto,university of torontotorontooncanada,
aies,2019,0,33066183314270,Nathaniel,Swinger,,lexington high schoollexingtonmausa,
aies,2019,1,33066183314270,Maria,De-Arteaga,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,2,33066183314270,Neil Thomas,Heffernan IV,,shrewsbury high schoolshrewsburymausa,
aies,2019,3,33066183314270,Mark DM,Leiserson,umd,university of marylandflibbertigibbetmdusa,
aies,2019,4,33066183314270,Adam Tauman,Kalai,microsoft,microsoft researchcambridgemausa,
aies,2019,0,33066183314229,Himabindu,Lakkaraju,harvard,harvard universitybostonmausa,
aies,2019,1,33066183314229,Ece,Kamar,microsoft,microsoft researchredmondwausa,
aies,2019,2,33066183314229,Rich,Caruana,microsoft,microsoft researchredmondwausa,
aies,2019,3,33066183314229,Jure,Leskovec,stanford,stanford universitystanfordcausa,
aies,2019,0,33066183314241,Ryan Blake,Jackson,mines,colorado school of minesgoldencousa,
aies,2019,1,33066183314241,Ruchen,Wen,mines,colorado school of minesgoldencousa,
aies,2019,2,33066183314241,Tom,Williams,mines,colorado school of minesgoldencousa,
aies,2019,0,33066183314309,Himan,Abdollahpouri,colorado,university of colorado boulderbouldercousa,
aies,2019,0,33066183314289,Jess,Whittlestone,cam,university of cambridgecambridgeunited kingdom,
aies,2019,1,33066183314289,Rune,Nyrup,cam,university of cambridgecambridgeunited kingdom,
aies,2019,2,33066183314289,Anna,Alexandrova,cam,university of cambridgecambridgeunited kingdom,
aies,2019,3,33066183314289,Stephen,Cave,cam,university of cambridgecambridgeunited kingdom,
aies,2019,0,33066183314232,Stephen,Cave,cam,university of cambridgecambridgeunited kingdom,
aies,2019,1,33066183314232,Kate,Coughlan,,bbclondonunited kingdom,
aies,2019,2,33066183314232,Kanta,Dihal,cam,university of cambridgecambridgeunited kingdom,
aies,2019,0,33066183314273,Michael,Hind,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,1,33066183314273,Dennis,Wei,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,2,33066183314273,Murray,Campbell,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,3,33066183314273,Noel C. F.,Codella,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,4,33066183314273,Amit,Dhurandhar,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,5,33066183314273,Aleksandra,Mojsilovi,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,6,33066183314273,Karthikeyan,Natesan Ramamurthy,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,7,33066183314273,Kush R.,Varshney,ibm,ibm research aiyorktown heightsnyusa,
aies,2019,0,33066183314244,Inioluwa Deborah,Raji,toronto,university of torontotorontooncanada,
aies,2019,1,33066183314244,Joy,Buolamwini,mit,massachusetts institute of technologycambridgemausa,
aies,2019,0,33066183314285,Ching-Hua,Chuan,miami,university of miamicoral gablesflusa,
aies,2019,1,33066183314285,Wan-Hsiu Sunny,Tsai,miami,university of miamicoral gablesflusa,
aies,2019,2,33066183314285,Su Yeon,Cho,miami,university of miamicoral gablesflusa,
aies,2019,0,33066183314256,Naveen Sundar,Govindarajulu,rpi,rensselaer polytechnic institutetroynyusa,
aies,2019,1,33066183314256,Selmer,Bringsjord,rpi,rensselaer polytechnic institutetroynyusa,
aies,2019,2,33066183314256,Rikhiya,Ghosh,rpi,rensselaer polytechnic institutetroynyusa,
aies,2019,3,33066183314256,Vasanth,Sarathy,tufts,tufts universitymedfordmausa,
aies,2019,0,33066183314274,Jack,Parker,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,1,33066183314274,David,Danks,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,0,33066183314293,Stefano,Teso,kuleuven,ku leuvenleuvenbelgium,
aies,2019,1,33066183314293,Kristian,Kersting,tu-darmstadt,tu darmstadtdarmstadtgermany,
aies,2019,0,33066183314268,Adam,Lerer,fb,facebook ai researchnew yorknyusa,
aies,2019,1,33066183314268,Alexander,Peysakhovich,fb,facebook ai researchnew yorknyusa,
aies,2019,0,33066183314238,José,Hernández-Orallo,,universitat politcnica de valnciavalenciaspain,
aies,2019,1,33066183314238,Karina,Vold,cam,university of cambridgecambridgeunited kingdom,
aies,2019,0,33066183314234,Alex,Beutel,google,googlenew yorknyusa,
aies,2019,1,33066183314234,Jilin,Chen,google,googlemountain viewcausa,
aies,2019,2,33066183314234,Tulsee,Doshi,google,googlemountain viewcausa,
aies,2019,3,33066183314234,Hai,Qian,google,googlemountain viewcausa,
aies,2019,4,33066183314234,Allison,Woodruff,google,googlemountain viewcausa,
aies,2019,5,33066183314234,Christine,Luu,google,googlemountain viewcausa,
aies,2019,6,33066183314234,Pierre,Kreitmann,google,googlesan brunocausa,
aies,2019,7,33066183314234,Jonathan,Bischof,google,googleseattlewausa,
aies,2019,8,33066183314234,Ed H.,Chi,google,googlemountain viewcausa,
